review,rating
"This short story's plot line is similar to many others:  girl has lifelong crush on best friend's older brother and he finally notices her when she's all grown up (see The Secret Diaries of Miss Miranda Cheevers).  Unfortunately, the story is too short for any character development and it's unconvincing.  Both characters are two dimensional.  This story is an okay escape for a couple of hours - less time if you find yourself skipping pages like I did.",2.0
"I have been a huge fan of this series from day 1.  I thought the volumes were well written, character development were great and story line kept you hooked the entire time.  I have been patiently waiting for this last volume and see what would happen to Paul and Emily.  I have to say that the ending was good, but I will have to agree with other reviewers here.  The last volume could have been expanded on.  It seemed like while the other volumes had a lot of development, sequence of events, this last volume simply flew by and left me with a few unaswered questions and wanting to see more from this couple.Overall, this story was amazing.  I was completely emotionally invested in this couple.  I was happy for them, I felt their pain and their anguish.  It was a very emotional and romantic series.  I will definitely read it over and over.  It is a bittersweet moment for me, I loved that everything worked out in the end, but I am sad to see this series end.  I also wish this last volume would have been a bit longer and just as detailed as the previous volumes.  But it was definitely worth reading!  I can't wait to see what is next in store from Ms. Adams.",5.0
"Team Javier? Team Camden? Neither. I am Team Ellie all the way.Action, terror, threats, survival and a path to self discovery is what Bold Tricks was for me. Gone were all innocents from before leaving nothing but a rude awakening. Picking up right where we left off in Book two Ellie sits between the two men that she has loved. Or loves? A crossroads the likes of which she has never crossed.The lives of her family members hang in the balance. Can she survive it? Hell YES! Today October 15, 2013 is release day and you will get no spoilers from me. I will tell you that Bold Tricks had my heart in my throat, tears in my eyes, heart bursting with joy and then ripped me apart multiple times. It is what Karina Halle does best as a writer. She takes us on a ride and then makes us want to get on again even though we know it might make us sick. We just can't stop.Roof top chases, high speed getaways and shootouts follow a path of blood, lies and betrayal. Who's team will win and whose team do you belong .Ultimately there is only one team that matters, Ellie. She has to learn to trust her own instincts. Find her own truth and realize her decisions have impacts she never thought possible. I highlighted so many quotes in Bold Tricks and after re-reading there is just no way I can give them to you. The reader needs to go in spoiler free. You must to get the full effect of the ride.Put simply if you are a fan of The Artist Trilogy books you will get all your questions answered. You will be satisfied and sated in ways not expected. I know I was.Strap yourselves in guys it's gonna be a crazy ride!5 STARST~",5.0
"Nicholas and Pearl were great characters!  Even though the story was short, I felt I learned the personalities of them both.  While the role of the ex-husband was explored I felt there was more to that story that could have been developed.  I won't give any spoilers, but I did figure out the culprit when he was first mentioned.  I'm not sure what gave him away, but I spent the remainder of the book anticipating how he would be revealed.  I can't wait for the next installment in the series.",4.0
"*Slight Spoilers*The main character has certainly met his. This story begins with a whole lot of violence and the sense that it&#8217;s for good reason. We never learn the doctor&#8217;s name&#8212;but somehow even that works in the way the story is old. The doctor is meticulous in targeting, acquiring and dispensing of his victims. It first comes across as brutal because it is. It&#8217;s raw throughout, every emotion and detail moves the reader along the doctor&#8217;s journey.The best part is when the book begins to get into the &#8216;why?&#8217; of things. I won&#8217;t wreck it. I will say that this plot was fabulous and very well thought out. It left me wanting to know more every time I put it down. Anyone looking for a thriller will enjoy this book immensely.I&#8217;m uncertain if this was a beta-type copy or the final product, but there were a noticeable number of editing misses scattered throughout. I felt that this was a shame because the story is SO good. However the misses did take away from it enough for me to begin to lose focus on the story.Overall, I&#8217;d do it again. I feel that the story overcame the flaws (and I&#8217;d like to point out how perfect it would be without them.) It was a great psychological ride from beginning to end.",3.0
"Charlize has recently taken over her families business and must find out where the problems exist.  She must find out why so many employees are getting threatened to be laid off and where all the money is.  In pursuit of this information her life is in danger so she hires Connor, a private firm, to protect her.  Her only problem is who will protect her from Connor?This was a really good love story.  Two hard headed people who must come to terms with a growing attraction.  Their sex lives are on cue but now they have to figure the rest out while unraveling the mystery of the company.The author did a really good job laying the plot out and following through.  The characters were vivid and hot.  The scenes were even hotter.",3.0
My grandson's little friend recommended this book and it turned out to be a great adventure yarn that he squealed and giggled at throughout. He loved the names of the characters and their romping adventures and he was entranced by the lovely illustrations which he kept going back to look at. I'm no expert on children's fiction but I can tell you that this little book made one little boy very happy!,5.0
"The book is funny and almost free. That is great.The book succeeds at making a great definition of what an Alpha woman is, and how she behaves and succeeds. The problem is that, if you are a good woman, an intelligent woman, a sexy woman, and a good person you don't want or need to be alpha. Because, alpha, as described here, is a sort of ruthless careless insensitive bitch. Bur, you want to be a woman of high value, right?Still, this is an  entertaining read.",2.0
It was a very good book. Our friend's daughter enjoyed it very much. I would definitely recommend this book to others to read or buy as a present.,5.0
"Lyra Bryan must step out of her strawberry perfume life and save her colony and a hot alien at all costs in Aubrie Dionne's Alliance. The third book in the Paradise Reclaimed series, this novel picks up where Reconnaissance left off, but with Lyra telling the story. Lyra is a sweet girl, although she seems a little bit of a space head at the start. I love how she grows as a character. Asteran, the handsome alien from Priavenus, has such a sad story, and his plight tugged on my heartstrings. This fast-paced read sent me to the planet Paradise 21 and across the universe with Dionne's lyrical prose. And the alien arachnids still give me nightmares. Although I would've liked to know more of what happened to the characters at the end, Alliance by Aubrie Dionne is a wonderful addition to the Paradise Reclaimed series, and I recommend it to anyone who loves sweet sci-fi romance.",5.0
"This is a must read for you, if you suffer from irritable bowel movement. This book will help you to ease your sufferings. The recipes are very healthy and useful. Also, this book is written very well and filled with applicable information. I highly recommend it.",5.0
"Roped In by Sindra van YsselBook 1 of the Bondage Ranch series started off strong for me however 10 chapters made the ending to quick.  I think it would have been a very good book and a more satisfying story if it was a full length novel versus just a good short story.  I will be looking into more of this series.Basically the majority of the story was about the weekend Laera and Bruce meet. I enjoyed the `Master Zen' Bruce relationship with Laera and the patience he had introducing her to the BDSM life style.  The scenes they shared were very hot and I enjoyed the humor that was interspersed through out the story.My favorites...""You smell wonderful,"" he told her. ""So aroused.""  ""That's the bug spray,"" she said.""Mae West had it right--try anything once, do it again if you like it.""""Stay away from Mistress Laera,"" said Frank, ""or I'll find grounds to sue your ass off. Possibly for damaging my fist when I pound your pretty boy face in.""",4.0
"Carson's son Evan just wants a mommy for Christmas, but can Santa deliver on that promise.  This is a heartwarming story just right for the holiday time or Christmas in July.  I had a hard time putting this book down once I started reading.  This story will certainly warm your heart and make you believe in Christmas magic.",5.0
"***I received a copy of this book from the author in exchange for an honest review***Rachel goes off to college believing this is a good way to move on from her past. A past she just can't let go. Her new job as the dorm floor RA is going great and she really enjoys it. But then there's her AM. He's always drunk or high, or both and never shows for up for the floor meetings or fields trips. If he does, he arrives at the very end. Rachel's had enough.Jake meets a girl one night at a bar. It's the hottest night of his life. When he starts his new job, he can't believe he's working with Rachel let alone living across the hall from her. He knows she's the relationship type. He's not. He's all about a hook up. But he can't do that to her so they become friends.As the weeks pass they get to know each other until one drunken night changes everything. Jake knows what he wants but he doesn't do relationships. Rachel knows what she wants but she won't just hook-up with Jake. So how are they gonna make this work?When I started this book, Rachel talked about her past as if it was a lot darker than it was. Same with Jake. I understand how he could've been uncomfortable with his past but neither was darker than the characters made it out to be. There was a lot of drama with the characters that's for sure. There was never a dull a moment in the moment. I found myself not putting this book down just so I could find out what happens next only to have something else happen right away. Not a bad thing I assure you.",4.0
Excellent Excellent Excellent...as I knew it would be...I hang onto every word. I am waiting with bated breath for The Arrangement...,5.0
There are so many Paleo books now-a-days and a lot of them are of 25-30 pages. This is one book that stands out of the crowd. It's a big fat book of 6.7 Mb. You needn't buy any other paleo book if you have brought this one. It has everything from well formated tables to recipes. It can't get any less than a 5 star.,5.0
"Milo James Fowler is one of my favorite short story writers, I know him online and we share a background in education and spec fiction writing. So that's the disclaimer - I'm inclined to be biased. However, I read this post-apocalyptic, dystopic tale with some skepticism since I've also written a short saga in this ""after the bomb"" vein. But I was pleasantly surprised. First, this story goes a different direction than what I was expecting. And second, it leaves a lot for the imagination - and is ripe for a sequel. If you're familiar with Hugh Howey'sWool - Part One, then this might be described as a possible future tale in that kind of world, a ""post-silo"" SF/horror, if you will. I liked it and hope Fowler tells the next chapter.",4.0
"Simply adorable. Uncomplicated, fun, lovely characters, both MCs and others.  An all together good read. The title is just right, no big dramas here. I really enjoyed it.",5.0
"I was pulled into the story right from the start with a good mix of action and story line.  The twist (the MRI) begins a new story with some of the same characters and it starts out ok as well.  The middle of the story gets bogged down in an uninspired attempt to get to the end of the story which was interesting though brief. Because this short story is clearly the beginning of a longer one, I think the author should have tried to keep the intensity consistent throughout.  That it was short and easy to read made it worth the time but I'm not waiting on the sequel.  The interesting ""use"" of the MRI (though stretching the science a bit) has opened a door that could lead to some good stories but they deserve better development.",3.0
"This was a fabulous read for me.  I simply couldn't put it down.  Loved the characters and just kept rooting for them.  This book is about life, and how sometimes our path cross with the one person who will treat us right and not take us for granted.  The catch 22 is however, they do come with their baggage and the decision has to be made whether or not to take a chance. I enjoyed this book.",4.0
"I'm not sure how I feel about this book and I think that was exactly the point. It was dark and twisted and uncomfortable but I couldn't stop... I had to know what happened. But I still don't know what happened! And I guess that's what lost me... maybe I'm supposed to be confused and in that the author was a success. I had a hard time staying connected with the characters and the story. But yet, again, couldn't a abandon the book. I don't think I'm dark and twisted enough to be completely sold with the book but it was an interesting read nonetheless.",3.0
"3.5 Stars in my Sky!Amanda Turner and Tate Ryan are TV news presenters who most definitely don't get on - or rather Amanda doesn't like Tate because of some pretty speedy assumptions. When Amanda's ex gets engaged just before she heads home for Christmas she somehow finds herself returning home with Tate in tow as her pretend boyfriend.The book is told in dual POV which is great because we get to see inside Tate's head and see how he's actually in love with Amanda and decides to use the situation to his advantage; his one goal is to change her mind about him and win her heart.On the outside Tate is carefree and easy going, but he's faced a lot of tragedy in his life and didn't really open up to anybody other than a certain female presenter. Amanda likes control and organisation, everything needs to be as planned. She's still plagued by her past and the current situation with her ex Brad.At the start of the book Amanda is pretty self involved, albeit by accident, she's so focused on wallowing in her own misery she hasn't noticed how sweet and kind Tate really is. I honestly have no idea how Amanda couldn't see how Tate felt about her and I couldn't decide whether I found this funny or really frustrating.Short, sweet and funny Christmas Dinner is great for getting you in the holiday spirit or if you just fancy escaping the cold for a while.I received a copy in exchange for an honest review!",3.0
"the long and short is that the series just keeps getting better and better. the story is gaining depth and the characters are growing, i especially like the fact that the hero evolves a little more with every book. the main character is becoming less of a whiner (yes, i get its genetic...sort of) and more of a doer, every battle and relationship seems to mold him into more than what he was.",5.0
"This was awesome for a free read. Nicely done erotica. Although I am wondering how did her dad record her and her boyfriend and just how long he had been watching.seems like he was enjoying himself, so may have been a while.",3.0
"This story was interesting, though I found it a bit depressing.  It has a quick wrapup ending that finishes things off happy I guess, but throughout the story you feel sorry for the main character who is trapped, abused, lied on, and lied about throughout the story.  The plot was interesting and I enjoyed the interactions described between the girl and 2 of the men she is contracted to.  The balance was good between sex and spankings but the sex scenes were far more graphic and longer in nature.",4.0
"Chicken was tasty. Waffles were standard waffle batter from a standard waffle iron. Bacon was not the highest quality. However everything was very reasonably priced, and the dining room was clean. Service above average. Bathrooms were soso.",3.0
"The attractive thing about James Kipling's mystery books is their underlying message.  Undercover: The Secret of Luck is no different. This crime fiction highlights one man's quest towards self-actualization despite discouragements and against all odds, until...Luck walks through his office door and his life is never the same again.John Russo felt from a very early age, the private detective blood running through his veins and knew instinctively, the type of detective he wanted to be and would not settle for anything less...even at the risk of losing his ever-growing clientele. It wasn't just about the money (and he had quite a bit of that from his booming business), it was about fulfilling a dream. This is the depth of Russo's character.The other characters are also well developed and together, with Russo, bring out other running themes in this mafia mystery - parenting and the value of parental support; teamwork; long term friendship through thick and thin; and care and respect in relationships. ""He loved his dad. He wanted to get up and hug his father... (he) thanked God for giving him such a good friend.""Russo's detective work has an espionage, suspense quality about it that reminds the reader of top movie scenes and characters such as James Bond, Remington Steele and Sherlock Holmes.  The story has constant references to movies. In fact, John loves to watch movies which quite likely are what lit the detective fire in his blood; and his dates are usually dinner and a movie. It was even a torture scene from a movie that Russo used to get information out of a villain. Russo even asked rhetorically while in the middle of his detective work ""Is this some kind of a move?""Kipling's ingenious play on words, and in particular, the names of some of the characters, further deepens the mystery and suspense of the story. You never know who is `undercover', and as far John is concerned, ""even the nicest looking folks could have a dark side to them""; or the deep significance of Rita and Todd Luck in his life; not to mention the likes of Jory Hunger and Dragon who are both true in name and nature.The cover design creatively sums up the book by illustrating the essence of the story - there is always light at the end of a long walk through the forest.",5.0
"The students who staff the front desks are friendly, knowledgeable and very helpful.  I lost my keys and they came out to the parking lot to find me when they were turned in.  They definitely go the extra mile!  Keep in mind that they don't make the policies but they have to enforce them, so take your complaints to the top...",5.0
This place was great we stop by through town for the night and my stomach was turning and needed food this diner is open 24/7 and had a great selection of food and lots of it for great price and made me feel so much better and we had a wonderful server if you every drive by or stay the night in this town like I did this place is the place to go if you are looking for a casual like hole in the wall diner,5.0
"Evva is being forced to marry the first born of a neighboring pack. But she wants one night out with the girls. When she sneaks away and accidentally stumbles into a biker bar, she is faced with a whole bar full of shifters. Razor knows as soon as he seen Evva walk in he was in trouble. She offers him one night of sex and what red blooded male would turn her down. My favorite line....&#34;save a bike, ride a biker&#34;",5.0
I got to read the first book in this boxed set and was pleasantly surprised !!! I absolutely loved this book. it was action packed and the love between the characters is amazing . I will be reading the rest of this boxed set very soon and more reviews will be going up . Put this on your TBR . These are amazing authors which will mean amazing books !!!!,5.0
"After seeing the reviews for this story, most of which were quite favorable, I was looking forward to spending a pleasant half-hour or so reading it.Initially, I found the plot interesting, but I expected the character to grow, to mature over the story. That didn't happen and eventually I came to despise the character.What had started out as a believable modern day tale soon became hard to swallow. The character's actions and self-reflections didn't ring true. That's not to say they don't happen these days, but I just couldn't buy them.Before long I found myself not carrying what happened, halfway wishing the character would commit suicide to end his pathetic life.If the character had had a sympathetic side or had shown any true growth, I would have rated the story higher than 1.5 stars.",1.0
"Can't feel better, knowing i live close to this place.
Amazing people , amazing buildings, and their rating is where every parent would like it to be so they can have their child seen by a specialist.
Special thanks to Charlie at the outpatient orthopedics!!!!
amazing amazing amazing!!!!",5.0
"Story: GOODIntimacy Level: D.R.I.P (Don't Read In Public)+ Sex-citingly GOODEnjoyment: VERY GOODLength: 2005 kindleO.M.F.G..................I think I might need therapy after reading this book. Wow, first of all, it was so taboo, so wrong, but felt amazingly good to read. I love that the story was told from Dorian's p.o.v. The title, Destructively Alluring was so fitting, because Dorian was so intense. His thoughts of Demitra felt and seem like they were driving him crazy and he's going to self destruct and your counting down the minutes he will explode. I felt like I was reading the diary of a crazed man with a need only Demitra can fill. The intensity oozing from Dorian was unlike any I have read. That, and his physical attraction to her was unbelievable. Demitra held her own, although she was so young. I think being around Dorian brought out her confidence from the shy girl you read about in the first chapter. After a while I forgot how young Demitra was, as she seems mature in certain scenes. However, Dorian seem like he was going through puberty and has discovered girls for the first time. That was cute, funny, intense and sexy all in one while reading.The story starts out showing their physical attraction for each other, and although there wasn't any physical interaction towards the end, it was so, so, so, so worth it, especially how the author chose to layout the story. I kid you not, when Dorian and Demitra finally came together, earth shattering, doesn't even come close to describing what took place between both Dorian and Demitra at Dorian's apartment. What made it even more exciting, you know it's forbidden.Dorian decides to do a favor for a family friend that works within the company. To hire his daughter as an intern. This act was the beginning of the end for Dorian as his every waking thought was about Demirta.CHECKLIST TO READER:Sexy Guy (check)Possessive Guy (check)Crazy Guy (check)Shy to confident female (check)Intense (check)Erotic (check)Sex-citingly Good (check)Amazing chemistry physically and emotionally  (check and check)P.S: Love Dorian's best friend even though he was barely in the book. And as for Monica, I wanted to slap and punch her and throw her body in a ditch somewhere. Annoying much. And of course, there is a to be continued.Books In Series:Addictive Lunacy",5.0
I loved the characters and the story line but I hate a book that goes back and fort from o e chapter being past and the next the present. I pushed myself to finish her but I could just not read him...,3.0
"Secrets on the Sand is a great tie in with Roxanne St Clair's Barefoot Bay Series! It is a wonderful love story! Two people who went to high school together, life happens and they meet again and sparks fly! Do yourself a favor and not only get this book but go ahead and read the entire Barefoot Bay Series! Great love stories!!!",5.0
"Move over male heroes - Tilda takes over!  Fantasy at its best - Mr. McNally leads us into a world that never lets up the pace and keeps the reader's interest right up to the end.  Although I found the manuscript a little long, it was extremely well crafted and one in which I found myself totally immersed.  Fantasy becomes believable in the characters and situations.  Be sure to read this book - it's one that will keep you reading right until the last page and leave you wanting more!",4.0
"I love The Source of Magic. I love everything about it - the feisty heroine, Jillian, the to-die-for hero, Prince Alvarr, the otherworldly setting. Cate Rowan has woven an intriguing and engrossing story with enough twists and turns to keep me turning the virtual pages.Jillian is transported to an exotic new world, like Earth, but not like Earth, filled with strange plants and animals. Despite her confusion and her fear, Jillian is strong and fights to get back to her sick mother. Jillian discovers she has magic powers, powers Prince Alvarr and his people need. They have something Jillian needs - the plant that could cure her mother.When Jillian and Alvarr go on a journey to find the rare plant, they find so much more than that. They find love, but that love is tested over and over. They have to fight their growing feelings for each other and fight a very bad villain. Jillian is determined to get home to her mother. But can she bear to leave Alvarr? That question kept me guessing and reading to a very satisfactory ending.Cate Rowan is a terrfic writer. I can't wait to read more of her books.",5.0
I found the book a little far-fetched & unrealistic.  Not sure whether I'll read more by this author or not.,3.0
I've had this book on my &#34;to-read&#34; list for quite some time.  I didn't realize it was so short otherwise I would have read it long ago.  It's a great story about four people who get stranded during a blizzard.  It seems hopeful when one of the passengers of the car sees what may be a gas station further down the road.  Hope quickly fades....,4.0
"This story is full of fun, romance and challenges. This book is free and there are more books in the series that I am dying to buy. I recommend this book",5.0
"This book is all about motivation, what it is, and what drives it.  It starts out with a brief explanation of reasons why people are unmotivated and reasons why you shouldn&#8217;t succumb to those reasons.There is then a chapter on how to determine what your excuses for procrastination are.My favorite part of the book is the section that lists things that can help you become more motivated. This includes music, looking your best, and even spirituality.There is also information on setting goals, holding yourself accountable for reaching those goals, and also suggestions on how to reach those goals, whatever they may be.I would recommend this book for people that often lack motivation and would like to do something about that. It would also be great for people that want to make sure that their motivation stays high, so they are able to accomplish their future goals.",5.0
"If you are into recipes, this is your book.Me? I hate cooking. I fell for this because of the 3 Ingredient Plant Based part of the title. I am, for the most part a vegan who is gluten-free and must watch my sugar and fat intake. This book didn't give me 3 ingredients ever. I was very confused by that. In fact, if I followed this diet I would violate nearly all my diet restrictions.I liked reading about the author's lifestyle. Having raised chickens, ducks and goats on an acre no-kill 'farm' and greenhorn at gardening, I loved reading about how it is supposed to be done. I so miss living in the country where I could have all those animals. I did eat the eggs and milked the goats. But I haven't been able to eat eggs for a long time. Maybe there are too many hormones and the like in the grocery store eggs.As for the rest of the book, I found the author repeated herself in the set up. The part that is about the problem at hand and how she has the answer. That got old for me. Then came the many recipes involving lots of ingredients that are not available for me, or that I can't eat. Some do look delicious, though.",3.0
"This is an interesting recap On the theories of near death experiences.  The author does not consider them theories, but fact.  She includes the experiences of her Uncle Richard and correlates this with the unusual life he conducted until his final death.  This subject is fascinating to me for the obvious reasons.  This single does not contain a lot that is new, but is still an interesting account.",4.0
"This book would have been much better if it was much shorter... The story wasn't too complex to be this long...  The writing was good, but the story just dragged after a while...",2.0
"What if Cinderella was a werewolf? And so was the Prince? And the Stepmother was not only Wicked but Insane? This is not the Cinderella story your Daddy told you &#8211; unless your dad was a cross between Stephen King and H. P. Lovecraft.The heroine is Loupe and as the Cinderella character she is used and abused, far beyond the usual scrubbing floors and waiting on the Stepsisters. [Since this is werewolf story, naming the heroine &#8216;Loupe&#8217; is a bit of tell.] She was bitten by a dying wolf which began her secret life as a loup garou and further complicated her situation. She fears her secret being revealed, she fears what she might do as a wolf, and she especially fears her Stepmother who has made a career out of poaching wolves out of the King&#8217;s forest&#8230; Despite her fears Loupe exhibits warmth and courage under adversity.The Prince is Etienne, a lycanthrope [born werewolf as opposed to the loup garou who are made werewolves], who was &#8216;saved&#8217; by a well-meaning witch. At least she thought she was saving him by putting a spell on him to make him permanently human. The spell is time-sensitive so to break it he must be bitten by a loup garou before he becomes permanently human. To find one they plan the great ball&#8230;Of course we all know how the ball worked out, only this time rather than turning back into a scullery maid the heroine turns into a wolf&#8230; Of course, she&#8217;s the wolf of the prince&#8217;s dreams AND the cure for his not-so-little problem so it&#8217;s all good.It&#8217;s a good read with a few light-hearted moments and several exceedingly grim ones. Although this is basically a stand-alone novel, the opening line of the prologue - &#8220;The werewolf, the vampire, the demon, the angel, and the god. Oh, Blessed Goddess, I have my work cut out for me.&#8221; - makes it obvious that it is part of a series based on preternatural princes making their perfect matches. Looks good, I am anticipating the next one.Copy received from Netgalley and publisher for an honest review.",5.0
"An enjoyable read. Bourdain doesn't hold back and he is interesting as always. At the Kindle Singles price, thisis easily worth the cost as well as the time.",4.0
"It's a dinner. The service was ok, but the breakfast was pretty good. Standard fare - pancakes, bacon, omelettes etc. the inside though...I'm pretty sure it's the original interior from the 60s. It's starting to look a little rough. Overall, not a bad choice before a road trip, but I wouldn't take a date ;)",3.0
"I absolutely love this series!  I am chomping at the bit waiting for the next book!  I absolutely adore the writing style, the characters and the story line in this series!",5.0
Never had any experience with this author. Got the novel for free and found that I have discovered a new reading experience with a GREAT story teller. My next buy will be the other Jack Reno novel. If you want a good read and get this book I hope you enjoy it as much as I did!!!Mike.braden@aim.com,4.0
"More than all the stars in the sky. A book that can make me cry is always a surprise and btw this is Bob's wife. Not that he wouldn't cry over a moving story, but I'm the zombie lover.",5.0
"As a future dog owner, this book has been a great resource. I have always hesitated in owning a dog because of what I see with my neighbors. I am really grateful of the practical and easy to follow steps in here. This guide is a comprehensive guide to Dog Training. I recommend this read!",5.0
"I thoroughly enjoyed this short story.  It drew me in from the first sentence and kept me interested to the last sentence.  I found the main character's voice to be compelling and the ideas woven into the story were well done and thought provoking.  Reading this story even prompted me to research the author and look for more of his writing.  I'll be following Mr. Fowler now and wish him the best of luck.I don't recall if I got this for free or if I paid for it.  I hope I paid for it because it is well worth the money.For a quick, fun, very today and on trend read I recommend trying I Am Fanfare.",5.0
The author did a really great job with this book. The book made me anxious and emotional. It stuck with me even after closing my IPad. I highly recommend this book.,5.0
"I read the first Bluestone book and had to have the other two.  I was not disappointed in any of them.  This was the last of the trilogy and maybe the best.  They were all wonderful stories however, and hard to put down.",5.0
I had to wait a few hours before I could write this revue as I really did not know what to feel when I finished the book - was it frustration? anger? sorrow? for how she was treated or admiration for Mia and her courage. Having read the first two books in the last couple of days I now have to wait until next year for the final book and that's frustrating as I am really curios as to how this will end.I read a lot and rarely write revues but this trilogy is very different from the norm and sucks you into the characters. Well done T J.,5.0
"My best friend Kate, has taken anti-depressants for many years. She has seen doctor after doctor to try and find out why she needs this medication.In reading this book I learned more about helping her than in many years past.Since it was doctor diagnosed, it should be doctor fixed. Made sense to me. This wonderful book teaches you different.Kate and I have begun to put to the test a few of the methods described in How To Be Happy. They have produced laughter and activity we were missing out on just a few days ago.Sadly no doctor ever told her that laughter acts as a tranquilizer and a mood enhancer.I wish I would have know how to help my best friend years ago. It has been a wonderful experience to see her come out of that deep dark place she has been in, even on medication, for so long. This book has changed both our lives for the better and I could not be happier. Don&#8217;t think you have to have a sad friend to benefit from this book. You are given ways of making a happy life even happier. You are inspired by the confidence that is instilled into you to know you can help others with just a simple smile, even if you are not aware of it!",5.0
"Loved the smart, strong and feisty detectives, Alex and Maggie.  Definitely a lesbian romance with all the elements a lesbian reader is looking for ... survival against the odds, tension, integrity, conflict, kindness, love, love-making, relationship-building, family and happy endings.  Especially loved Lyn Gardner's dialogue. She seems to have a real feel for how two women discovering themselves and each other might talk to one another.  One of the better edited lesbian novels.  Have read it twice and plan to read it again soon.  I would read anything by this author.  Highly recommend it!",5.0
"This is a very sexy story , but it has got a good storyline to it. Amanda is feeling down after splitting up with her two timing boyfriend. Her best friend persuades her go out and have ""wild monkey sex"". That is not her usual style but she knows she has to do something. To feel better about herself. Jake owns the bar that Amanda chooses to visit.  Sparks fly straight away. I won't spoil the book by saying more. Just that I enjoyed it and am looking forward to reading about the other three horsemen.",5.0
"I have read countless numbers of retirement books and this one is among the best. This is a well written, authoritative description of what can be done now to help with retirement planning and building your nest egg with retirement investing. I really enjoyed the chapter on retirement living, which emphasizes the need to look at emotional and physical factors in life after you retire. This is a great book, and a must-read for anyone interested in successfully planning for retirement and future security.",5.0
"Zoe & Rory may be living apart, but they are still married. And Zoe needs Rory's help as her husband one last time before calling it quits legally.Rory comes from LA to the island of Tonga (where Zoe now lives and runs a honeymoon resort) to help both of their businesses with good publicity. (Soften up his image and strengthen her's.) But the lines between what's for show and what's real blurr when Zoe's life is endangered.I thought this was a decent, quick romance read. I liked both characters and their chemistry was good. I thought the story was interesting enough. Rory is a alpha male who has put work first too much and Zoe is trying to find her place outside of his world. I couldn't give it more stars though because it definitely wasn't a ""I can't put this book down"" kind of read either.I received this ebook in exchange for an honest review for Netgalley.",3.0
"HOLY SMOKE WOW I just finish reading this book, and I love it, love the characters, and love how the book end it, but now I cant wait for the second book, this book is full of drama, passion, suspense, and humor, I love every single second of it, I couldn't put the book down at all, I read this book in one seating.I love it how she got a little of everyone point of view, I love how she started the book, and than in the middle of the book she took some chapters to tell us how everything started. and love how the book came together at the end.Love the character of Randy, his the one that made me laugh, love his attitude and love it how he just do and don't think at all, and he just go for it, love it how fast he gets mad, he play a very import role in this book.This is the story of Averi and Colton, and Colton father know as Black Horse, Averi and Colton became friends when they where just kids, Colton witness when his father kill his mother, Averi Witness when Black Horse kill her parents and her older brother Seth, ever since that night Averi had nightmare about it, now years later and they all grown up and Black Horse is about to be a free man, and his next target is Averi, for years Randy and Tim had always seen Colton ad the bad guy, but all that change when Averi tell them that they being together for the last eleven years, and that they need it to get on bore with it, the night that Randy and Tim get arrested Colton end up getting them out, that's the night that they became to act like brothers again, and that's when Averi made it clear that she was not gone hide from him ever again.I really love and enjoy reading this book, I love how Colton is so protective over Averi, and love it how you get to see how much they love each other, I did not wanted to put this book down, I want more I cant wait to read the next book, I just love it, Author Addison Kline THANK YOU for introducing me to this awesome characters and this amazing book love it.",5.0
"Can a simple midnight breakfast after a rescue change all that, can a chance meeting two broken souls?There are times when you pick up a book and expect to get one thing and you get another. Usually you expect a great read to be left wanting. This is not the case here at all. I had City Knight on my Nook for a bit, always intending to read it, I do love a good Rent Boy story, but last night I finally did. What I expected was a good read before bed, what I got? What I got was me in tears at 2% into the book and literally hugging myself to get through the few paragraphs of back stories for these men. 2% in...there is only one other author out there who has set me on my ass as firmly. Mr. Webb, you are in mighty fine company on my shelf.City Knight is a short read, only 50 pages in length but what the author delivers is nothing short of brilliance. You are instantly drawn into the characters of Ben and Marcus. You get to know them within a few pages; you want to know more about them, about their past that has left them broken and you want them to heal.Ben is a college student, working nights to pay his way through school. Marcus is an ex-cop, keeping a promise to make his neighborhood safe. On a cold night when things turn bad, the men meet face to face in the darkness and in each other look to find a light.I won't go into much detail about the story, it's too short for that and, well, I don't do the whole spoiler deal but...Let me gush a minute about the writing of this story, it's simply fantastic. There is no telling the reader what they are going to feel, you are sucked in from the first word and you are there. You feel it; the cold, want, hurt, loss and longing. The words flow freely off the page and into your soul. There aren't many books that I can say that about. Sure, there are book that make you feel but to get so much emotion in very little pages...that folks is talent. I am in awe, my jaw is on the floor after reading this for a few reasons but the beauty of words strung together to make my heart race, yeah...this is a work of art.""He snapped out of his reverie when a cold hand grasped his, fingers curling around his palm. Marcus looked up, surprised, into a knowing gaze. The kid's eyes were gentle, all that hot anger and spice gone and replaced with kindness and...understanding. He let the moment stretch on, only because there was no trace of pity or sympathy and Benjamin - he couldn't call anyone who gave him this without asking questions kid now - squeezed once more before leaning back.""Marcus and Ben, their stories are heart wrenching, their meeting is special and their story is just beginning. I have to say, this is a MUST READ BOOK. Regardless of gender of the main characters, this writing is something that should not be missed.",5.0
