review_id,platform,aspect,topic_id,sentiment
1129,unknown,family pet farm animal,0,negative
1129,unknown,something,0,negative
1129,unknown,fun sad spice someone,0,negative
1129,unknown,blood blood scene human,0,negative
1130,unknown,every selfpublished book,-1,negative
1130,unknown,come star,0,negative
1131,unknown,many people,-1,negative
1131,unknown,terrible place,0,negative
1132,unknown,sorcerer,0,negative
1132,unknown,ready fight book end,-1,negative
1132,unknown,bad guy,0,negative
1132,unknown,five star review m,0,negative
1132,unknown,she,-1,negative
1132,unknown,enrique mix time,0,negative
1132,unknown,garrett,0,negative
1132,unknown,next book,1,negative
1132,unknown,warrior,0,negative
1132,unknown,that,0,negative
1133,unknown,hot sex lot,-1,negative
1133,unknown,one thinking novel,-1,negative
1133,unknown,badly written review,-1,negative
1134,unknown,enjoyable book short story,-1,negative
1134,unknown,different meaning title,0,negative
1134,unknown,going style,0,negative
1135,unknown,attention,0,negative
1135,unknown,urge,0,negative
1135,unknown,reveal layer,0,negative
1135,unknown,really interesting subplots,-1,negative
1135,unknown,cast character,-1,negative
1135,unknown,surprising plot twist,-1,negative
1135,unknown,layer deception manipulation,0,negative
1135,unknown,whatever,0,negative
1135,unknown,stop,0,negative
1135,unknown,unfold complexity draw throw,0,negative
1135,unknown,downonhis,0,negative
1136,unknown,aaroni,0,negative
1136,unknown,maddy,0,negative
1136,unknown,bad case,0,negative
1136,unknown,hea,0,negative
1136,unknown,abducted loathe,-1,negative
1136,unknown,property,0,negative
1136,unknown,beautiful monster,0,negative
1136,unknown,done page page,-1,negative
1136,unknown,story way,-1,negative
1136,unknown,many dark erotica story,-1,negative
1136,unknown,bbfreview,0,negative
1136,unknown,madeleine,0,negative
1136,unknown,something,0,negative
1136,unknown,live estate,0,negative
1136,unknown,executioner,0,negative
1136,unknown,aaron,0,negative
1136,unknown,extension soul,0,negative
1136,unknown,five drenched panty blindfoldif,0,negative
1136,unknown,aaron slaveslave master,0,negative
1136,unknown,nothing,0,negative
1136,unknown,beautiful shell musician strength,0,negative
1136,unknown,review madeleine,3,negative
1136,unknown,entire book,1,negative
1136,unknown,foot,0,negative
1136,unknown,spoiler say book,1,negative
1136,unknown,seriously erotic smut,0,negative
1136,unknown,female lead,0,negative
1136,unknown,much love,-1,negative
1136,unknown,anything,0,negative
1136,unknown,willis,0,negative
1136,unknown,single moment,0,negative
1136,unknown,caleb run money,0,negative
1136,unknown,immune beauty talent aaron,-1,negative
1136,unknown,heartbreaking gut wrenching word,-1,negative
1136,unknown,everyone,-1,negative
1136,unknown,stockholm syndrome,0,negative
1136,unknown,one hooked first page,-1,negative
1136,unknown,real relationship willis,-1,negative
1136,unknown,total mindeff,0,negative
1136,unknown,worst monster,-1,negative
1136,unknown,father leader estate,-1,negative
1136,unknown,best friend xander,0,negative
1136,unknown,phenomenal job eliciting emotion,0,negative
1136,unknown,exactly feltdream maddy,0,negative
1136,unknown,peace,0,negative
1136,unknown,dark duet,-1,negative
1136,unknown,killer one scene,-1,negative
1137,unknown,title,0,negative
1137,unknown,time,-1,negative
1138,unknown,really bad part,0,negative
1138,unknown,absolutely loathe cover cheesy,0,negative
1138,unknown,part really enjoyable battle,-1,negative
1138,unknown,lot,-1,negative
1138,unknown,series,0,negative
1139,unknown,thoughgood rainy daydisclaimer,0,negative
1139,unknown,long seriesi,0,negative
1139,unknown,disappointed seriesand,-1,negative
1139,unknown,part,0,negative
1140,unknown,love book hate,-1,negative
1140,unknown,less positive review,-1,negative
1141,unknown,second book series,1,negative
1141,unknown,book kindle time,1,negative
1141,unknown,first person,0,negative
1141,unknown,slap,0,negative
1141,unknown,heroien silly,0,negative
1141,unknown,nerve,0,negative
1141,unknown,first disappointed think,0,negative
1142,unknown,living cheating,-1,negative
1142,unknown,brother hate,0,negative
1142,unknown,abortion,0,negative
1142,unknown,one guy,0,negative
1142,unknown,pregnant fool,0,negative
1142,unknown,good time,0,negative
1142,unknown,car accident conversation,0,negative
1142,unknown,nothing truth,0,negative
1142,unknown,prepared hot lovemaking,0,negative
1142,unknown,jerk,0,negative
1142,unknown,nothing,0,negative
1143,unknown,patience diligence,-1,negative
1143,unknown,smell stain,0,negative
1143,unknown,background carpet cleaning,0,negative
1143,unknown,devastated find roommate,0,negative
1143,unknown,girl,-1,negative
1143,unknown,carpet carpet pad,0,negative
1144,unknown,often missing grammar poori,-1,negative
1144,unknown,content,-1,negative
1144,unknown,poorly written punctuation,-1,negative
1145,unknown,another person trial tribulation,-1,negative
1145,unknown,bit anxious people,0,negative
1145,unknown,beginning book,1,negative
1146,unknown,hard read,-1,negative
1146,unknown,book roderus,1,negative
1146,unknown,book okay spelling,1,negative
1146,unknown,mistake terrible book,-1,negative
1147,unknown,terror fantasy,-1,negative
1147,unknown,treacherous people difficult decision,0,negative
1147,unknown,marina ethans story,-1,negative
1148,unknown,dilemma,0,negative
1148,unknown,criminal act,0,negative
1148,unknown,weave action,0,negative
1148,unknown,story,-1,negative
1148,unknown,interesting question morality take,0,negative
1148,unknown,damage society,0,negative
1148,unknown,almighty conspiracy,0,negative
1148,unknown,strong character fast action,0,negative
1148,unknown,intriguing story,-1,negative
1148,unknown,new york paris rome,0,negative
1149,unknown,chino man shantel,0,negative
1149,unknown,something,0,negative
1149,unknown,joke,0,negative
1149,unknown,either lisa,0,negative
1149,unknown,part,0,negative
1150,unknown,lovely boy caleb,0,negative
1150,unknown,danger everyone,0,negative
1150,unknown,worst experience,0,negative
1150,unknown,truly macabre tale,2,negative
1150,unknown,marsha josh,0,negative
1150,unknown,they,0,negative
1150,unknown,something,0,negative
1150,unknown,order,0,negative
1150,unknown,desperate sad know woman,0,negative
1150,unknown,fragile state predator,0,negative
1150,unknown,evil embodied innocence,-1,negative
1150,unknown,mental illness,0,negative
1150,unknown,laverick,0,negative
1150,unknown,raynes,0,negative
1150,unknown,depression,-1,negative
1150,unknown,child marshas final scene,0,negative
1150,unknown,final bid,0,negative
1150,unknown,josh,0,negative
1150,unknown,laverick manipulates,0,negative
1150,unknown,people,-1,negative
1150,unknown,couple seducing nefarious agenda,-1,negative
1150,unknown,familythis,0,negative
1150,unknown,many level,0,negative
1150,unknown,two parent,0,negative
1150,unknown,full advantage grief,-1,negative
1150,unknown,life,-1,negative
1150,unknown,impression,0,negative
1150,unknown,selfish carethroughout feel unease,-1,negative
1151,unknown,alpha,0,negative
1152,unknown,someone,-1,negative
1152,unknown,suspect,-1,negative
1152,unknown,interesting plot,-1,negative
1152,unknown,interesting seriesone minor issue,-1,negative
1152,unknown,good sense tension,0,negative
1153,unknown,religious swear word,0,negative
1153,unknown,locked drawer,0,negative
1153,unknown,four scene,-1,negative
1153,unknown,language,-1,negative
1153,unknown,current day,0,negative
1153,unknown,detail,-1,negative
1153,unknown,none number sex scene,0,negative
1153,unknown,gun,0,negative
1153,unknown,f danger,0,negative
1153,unknown,two main character,-1,negative
1153,unknown,b fall,0,negative
1153,unknown,free twentyone,0,negative
1153,unknown,autistic boy,0,negative
1153,unknown,something,0,negative
1153,unknown,final scene killer,-1,negative
1153,unknown,middle night f walk,0,negative
1153,unknown,bad guy,0,negative
1153,unknown,roomwhat,0,negative
1153,unknown,g bad guy,0,negative
1153,unknown,final major crisis,0,negative
1153,unknown,b bad guy,0,negative
1153,unknown,sexual language,0,negative
1153,unknown,gun shoot,0,negative
1153,unknown,witness protection f,0,negative
1153,unknown,mentallydatanarrative mode rd person,-1,negative
1153,unknown,help,0,negative
1153,unknown,g good guy,0,negative
1153,unknown,kindle count length page,-1,negative
1153,unknown,romantic suspense little paranormal,-1,negative
1153,unknown,resistance effort,0,negative
1154,unknown,great mystery surprise,0,negative
1155,unknown,first thing story,2,negative
1155,unknown,grab,0,negative
1155,unknown,book,-1,negative
1155,unknown,read,-1,negative
1156,unknown,book,-1,negative
1157,unknown,lucy life protective mother,-1,negative
1157,unknown,lie,0,negative
1157,unknown,himi,0,negative
1157,unknown,book review,1,negative
1157,unknown,story,-1,negative
1157,unknown,real murderer thing,-1,negative
1157,unknown,one time,0,negative
1157,unknown,boss,0,negative
1157,unknown,murder,-1,negative
1157,unknown,one boss,0,negative
1157,unknown,library job,-1,negative
1158,unknown,people,-1,negative
1158,unknown,satisfactory solution,0,negative
1158,unknown,story,-1,negative
1158,unknown,sad narrative,-1,negative
1158,unknown,help,0,negative
1158,unknown,dysfunctional family,-1,negative
1159,unknown,god,0,negative
1159,unknown,mr naspinski,0,negative
1159,unknown,much telling beginning result,-1,negative
1159,unknown,fun,-1,negative
1159,unknown,kind explanation id,0,negative
1159,unknown,evil,-1,negative
1159,unknown,friend,0,negative
1159,unknown,fact,-1,negative
1159,unknown,heaven hell angel,-1,negative
1159,unknown,come description,0,negative
1159,unknown,much important character,-1,negative
1159,unknown,histheir destination,0,negative
1159,unknown,one know dex,0,negative
1159,unknown,wife failed character,-1,negative
1159,unknown,author,-1,negative
1159,unknown,dex,0,negative
1159,unknown,picture character,0,negative
1159,unknown,pussy cat devil,-1,negative
1159,unknown,main character dex,-1,negative
1159,unknown,idea,0,negative
1159,unknown,purgatory limbo story,-1,negative
1159,unknown,serious abovementioned thing,0,negative
1159,unknown,expectationsthis short story,-1,negative
1159,unknown,voice,0,negative
1160,unknown,someone,-1,negative
1160,unknown,girl painful finding mate,0,negative
1160,unknown,part book experience,-1,negative
1160,unknown,disguise move,0,negative
1161,unknown,woman cold blooded killer,-1,negative
1161,unknown,added bonus picture woman,0,negative
1161,unknown,death,-1,negative
1161,unknown,cremated immediately blood test,-1,negative
1161,unknown,suspicious body,-1,negative
1161,unknown,husband prime life,-1,negative
1161,unknown,blood,-1,negative
1161,unknown,many dangerous woman,0,negative
1162,unknown,one man jailed chapter,-1,negative
1162,unknown,prematurely extensive editing,-1,negative
1162,unknown,whole chapter character author,-1,negative
1162,unknown,related failed revolution,-1,negative
1162,unknown,going way synopsis,-1,negative
1162,unknown,public read,-1,negative
1162,unknown,new chapter new character,-1,negative
1162,unknown,plot bang,-1,negative
1162,unknown,timeline,0,negative
1162,unknown,never fan type,0,negative
1163,unknown,healing process,0,negative
1163,unknown,painful book,1,negative
1163,unknown,break break,0,negative
1164,unknown,great series,-1,negative
1164,unknown,well worth price part,0,negative
1165,unknown,another hit,0,negative
1165,unknown,end call,0,negative
1165,unknown,stud,0,negative
1165,unknown,ra,0,negative
1165,unknown,salaam,0,negative
1165,unknown,mad scientist,0,negative
1165,unknown,part saga,-1,negative
1165,unknown,anyone,-1,negative
1165,unknown,pure fire u,0,negative
1165,unknown,nothing,0,negative
1166,unknown,chauvinistic idea woman,-1,negative
1166,unknown,much little realism,-1,negative
1167,unknown,class,0,negative
1167,unknown,something bad story fine,-1,negative
1167,unknown,big difference,0,negative
1167,unknown,something,0,negative
1167,unknown,spell check program,-1,negative
1167,unknown,retread,0,negative
1168,unknown,little hard connect character,0,negative
1168,unknown,two men,0,negative
1168,unknown,story,-1,negative
1168,unknown,next nothing,0,negative
1168,unknown,cold story,2,negative
1168,unknown,bleak dip life,0,negative
1168,unknown,freezing wilderness world,-1,negative
1168,unknown,world hope,0,negative
1169,unknown,four fan,0,negative
1169,unknown,divergent insurgent,0,negative
1169,unknown,another page,-1,negative
1169,unknown,title book,1,negative
1169,unknown,book,-1,negative
1169,unknown,well willing buy thinking,0,negative
1169,unknown,much percent book,-1,negative
1170,unknown,excited read story,-1,negative
1171,unknown,lived city saint louis,0,negative
1171,unknown,people,-1,negative
1171,unknown,cardinal sin concrete,0,negative
1171,unknown,people line,0,negative
1171,unknown,peanut butter mint,0,negative
1171,unknown,million people line,0,negative
1171,unknown,many people,-1,negative
1171,unknown,block searching parking,0,negative
1171,unknown,window,0,negative
1171,unknown,anything,0,negative
1171,unknown,tour bus,-1,negative
1171,unknown,parking,0,negative
1171,unknown,front,0,negative
1171,unknown,first bite frozen custard,0,negative
1171,unknown,near car assorted place,0,negative
1171,unknown,nearby fear place,-1,negative
1171,unknown,th inning lead,0,negative
1172,unknown,new case,0,negative
1172,unknown,supposed hold kindle,-1,negative
1172,unknown,month corner snap,0,negative
1172,unknown,irritation broken corner,0,negative
1172,unknown,another corner,0,negative
1172,unknown,normal use,-1,negative
1173,unknown,next book series,1,negative
1174,unknown,course,0,negative
1174,unknown,burying christmas eve,0,negative
1174,unknown,love story love story,-1,negative
1174,unknown,awake irritation,0,negative
1174,unknown,louie redeemedredeemed love,0,negative
1174,unknown,way,0,negative
1174,unknown,main character,-1,negative
1174,unknown,child start,0,negative
1174,unknown,he,0,negative
1174,unknown,forty,0,negative
1174,unknown,overthinker much anger resentment,-1,negative
1174,unknown,carillo book,1,negative
1174,unknown,opinionless,0,negative
1174,unknown,that,0,negative
1175,unknown,screw face,0,negative
1175,unknown,day time,0,negative
1175,unknown,type treatment man,0,negative
1175,unknown,woman,0,negative
1175,unknown,kid,0,negative
1175,unknown,many woman,-1,negative
1175,unknown,book suffice,1,negative
1175,unknown,man,0,negative
1176,unknown,pitched kindle fire,-1,negative
1176,unknown,upset,0,negative
1176,unknown,reading,-1,negative
1177,unknown,someone,-1,negative
1177,unknown,different people,-1,negative
1177,unknown,food get table,0,negative
1177,unknown,waitress,-1,negative
1177,unknown,bill,0,negative
1177,unknown,one waitress,0,negative
1177,unknown,one smiled u,0,negative
1177,unknown,ask bill,0,negative
1177,unknown,minute,0,negative
1177,unknown,idea,0,negative
1177,unknown,small item,0,negative
1177,unknown,u option,0,negative
1178,unknown,nobody,-1,negative
1178,unknown,blood,-1,negative
1178,unknown,propaganda line,0,negative
1178,unknown,screaming pain,-1,negative
1178,unknown,hospital modern treatment,0,negative
1178,unknown,teresa,-1,negative
1178,unknown,simply gliding myth,0,negative
1178,unknown,work,-1,negative
1178,unknown,suffering way,0,negative
1178,unknown,valuable treatment suffering patient,-1,negative
1178,unknown,saintly blessed woman,0,negative
1178,unknown,criticism,0,negative
1178,unknown,christ,0,negative
1178,unknown,book,-1,negative
1178,unknown,poor sick,0,negative
1178,unknown,medically untrained sister volunteer,0,negative
1178,unknown,good work,0,negative
1178,unknown,pain medication people,-1,negative
1178,unknown,saintliness based theology,-1,negative
1178,unknown,inadequate care,-1,negative
1178,unknown,unfortunately book,1,negative
1178,unknown,people,-1,negative
1178,unknown,many myth,-1,negative
1179,unknown,one rank,0,negative
1179,unknown,first contact,0,negative
1179,unknown,readis,-1,negative
1180,unknown,society,0,negative
1180,unknown,look,0,negative
1180,unknown,book read,-1,negative
1180,unknown,abuser late story,-1,negative
1180,unknown,writtenms,-1,negative
1180,unknown,right decision,0,negative
1180,unknown,friend,0,negative
1180,unknown,breath,0,negative
1181,unknown,stupid read book,-1,negative
1181,unknown,you,0,negative
1181,unknown,alpha male,0,negative
1181,unknown,star colton,0,negative
1181,unknown,next series,-1,negative
1181,unknown,cliffhanger chart,-1,negative
1182,unknown,motorcycle riding shifter,0,negative
1182,unknown,somewhat antiquated languagethe character,-1,negative
1182,unknown,discourse,0,negative
1182,unknown,short author,-1,negative
1182,unknown,others,-1,negative
1182,unknown,immediate family,0,negative
1182,unknown,grandfather,0,negative
1182,unknown,grandfather short novella,-1,negative
1182,unknown,two mate,0,negative
1182,unknown,book review,1,negative
1182,unknown,immature short length novella,-1,negative
1182,unknown,care,0,negative
1182,unknown,conversation,-1,negative
1182,unknown,finish novella,-1,negative
1182,unknown,complex plot character,0,negative
1182,unknown,bear biker lovei,0,negative
1182,unknown,sealed deal,0,negative
1182,unknown,summary,-1,negative
1183,unknown,appropriate punctuationnot,0,negative
1183,unknown,john,0,negative
1183,unknown,plot revolves,2,negative
1183,unknown,pissed time time cassie,0,negative
1183,unknown,john chill cassie,0,negative
1183,unknown,imo likely leopard,0,negative
1183,unknown,attractive execution male lead,0,negative
1183,unknown,star,-1,negative
1183,unknown,work,-1,negative
1183,unknown,cassie exhusband crazy man,-1,negative
1184,unknown,information,-1,negative
1184,unknown,nonsense,0,negative
1185,unknown,exactly happened private club,0,negative
1185,unknown,wrap story,2,negative
1185,unknown,secret rest,0,negative
1185,unknown,many liveslike perry,0,negative
1186,unknown,stuff,0,negative
1186,unknown,pagesi,-1,negative
1186,unknown,first time,0,negative
1186,unknown,girlthe ending shocker,-1,negative
1186,unknown,hella,0,negative
1187,unknown,author,-1,negative
1188,unknown,first paragraph,0,negative
1188,unknown,story,-1,negative
1189,unknown,chose book,1,negative
1189,unknown,know book,-1,negative
1189,unknown,group,0,negative
1190,unknown,hour life,0,negative
1190,unknown,worse food horrible service,0,negative
1190,unknown,worst enemy,-1,negative
1190,unknown,place,-1,negative
1191,unknown,amelia,0,negative
1191,unknown,good review,-1,negative
1191,unknown,ok ill admit,0,negative
1191,unknown,none,0,negative
1192,unknown,yearned veronica,0,negative
1192,unknown,vision johnny murder,0,negative
1192,unknown,one m presseys book,1,negative
1192,unknown,staked heart,0,negative
1192,unknown,one busy week,0,negative
1192,unknown,question,0,negative
1192,unknown,witchrose pressey,0,negative
1192,unknown,work,-1,negative
1192,unknown,sustain majority book,1,negative
1192,unknown,they,0,negative
1192,unknown,gon,0,negative
1192,unknown,whose power,0,negative
1192,unknown,strange thing,0,negative
1192,unknown,nothing,0,negative
1192,unknown,storyline,-1,negative
1192,unknown,strange car,0,negative
1192,unknown,big break,-1,negative
1192,unknown,anyone book,-1,negative
1192,unknown,bad enough veronica witch,-1,negative
1192,unknown,paranormal police,0,negative
1192,unknown,that,0,negative
1192,unknown,likeable character,0,negative
1192,unknown,people,-1,negative
1192,unknown,pressey,0,negative
1192,unknown,depth,0,negative
1192,unknown,long mysteryshaynafor,0,negative
1193,unknown,pocket,0,negative
1193,unknown,hospital,0,negative
1193,unknown,approval,0,negative
1193,unknown,one doctor,0,negative
1193,unknown,time insurance company,0,negative
1193,unknown,one day guess,0,negative
1193,unknown,many people,-1,negative
1193,unknown,right place,0,negative
1193,unknown,doubt,0,negative
1193,unknown,additional information,0,negative
1193,unknown,work sense normality son,0,negative
1193,unknown,chest tube remove fluid,0,negative
1193,unknown,son,0,negative
1193,unknown,authorization med son,-1,negative
1193,unknown,time frame,0,negative
1193,unknown,actuality claim,0,negative
1193,unknown,studentphysician stated claim,-1,negative
1193,unknown,medical attention rare pneumonia,-1,negative
1193,unknown,information,-1,negative
1193,unknown,need,0,negative
1193,unknown,son student,0,negative
1193,unknown,another day,0,negative
1193,unknown,calling insurance company,0,negative
1193,unknown,authorization hr day,-1,negative
1194,unknown,you,0,negative
1194,unknown,attention,0,negative
1194,unknown,thing,-1,negative
1194,unknown,emotional eating good book,-1,negative
1194,unknown,weight year,0,negative
1194,unknown,psychology,-1,negative
1194,unknown,follow practical tip,-1,negative
1194,unknown,food fuel,0,negative
1194,unknown,credibility fad diet,0,negative
1194,unknown,weight elle help,-1,negative
1195,unknown,good better read,-1,negative
1195,unknown,previous book series,1,negative
1195,unknown,none,0,negative
1196,unknown,cck word,0,negative
1196,unknown,maybe onestar rating book,1,negative
1196,unknown,another,0,negative
1196,unknown,several reviewer book,1,negative
1196,unknown,new paragraph sentence,0,negative
1196,unknown,sure story,-1,negative
1196,unknown,shortcoming,-1,negative
1196,unknown,teenagermy star rating,0,negative
1196,unknown,time place action,-1,negative
1196,unknown,grammatical error,-1,negative
1196,unknown,one,0,negative
1196,unknown,repetitive sex scene,0,negative
1196,unknown,nothing,0,negative
1198,unknown,area book,-1,negative
1198,unknown,good advice information,-1,negative
1198,unknown,immediately one,0,negative
1198,unknown,place,-1,negative
1199,unknown,protector child hide,0,negative
1199,unknown,hot topic,-1,negative
1199,unknown,home casey bella,0,negative
1199,unknown,friend,0,negative
1199,unknown,mushy milktoast antibulling message,-1,negative
1199,unknown,anyone,-1,negative
1199,unknown,tiny font,-1,negative
1199,unknown,cry,0,negative
1199,unknown,message,0,negative
1199,unknown,secret gang book,-1,negative
1199,unknown,enforce rule gang rule,0,negative
1199,unknown,confront bully dog tell,0,negative
1199,unknown,themwho,0,negative
1199,unknown,ignite passion,0,negative
1199,unknown,author,-1,negative
1199,unknown,success,0,negative
1199,unknown,lukewarm book,1,negative
1199,unknown,reading,-1,negative
1199,unknown,discourage,-1,negative
1199,unknown,passion convictioni,0,negative
1199,unknown,rude,-1,negative
1199,unknown,casey bella,0,negative
1199,unknown,book reader book,-1,negative
1199,unknown,people,-1,negative
1199,unknown,bullying,0,negative
1199,unknown,gang,-1,negative
1199,unknown,adult,-1,negative
1199,unknown,tellonthem,0,negative
1199,unknown,reader,-1,negative
1199,unknown,mean rude confront,0,negative
1200,unknown,maker,0,negative
1200,unknown,short story,2,negative
1200,unknown,anything,0,negative
1200,unknown,main character,-1,negative
1200,unknown,lot author credit,-1,negative
1200,unknown,purpose story,-1,negative
1200,unknown,book,-1,negative
1200,unknown,later book,1,negative
1200,unknown,likeable kill stalk people,0,negative
1201,unknown,well spending cake,0,negative
1201,unknown,customer service,-1,negative
1201,unknown,people,-1,negative
1201,unknown,bakery,-1,negative
1201,unknown,cake,0,negative
1201,unknown,u cause,0,negative
1202,unknown,toit aworsebook,0,negative
1202,unknown,terrible story thing,-1,negative
1203,unknown,recommend place,-1,negative
1203,unknown,service,-1,negative
1203,unknown,we,0,negative
1203,unknown,one star,0,negative
1203,unknown,hasnt great service,0,negative
1203,unknown,hate,0,negative
1204,unknown,job meet elevator,0,negative
1204,unknown,escortshes,0,negative
1204,unknown,dead gorgeous billionaire,0,negative
1204,unknown,gorgeous year old mba,0,negative
1204,unknown,expensive jewerly dress,0,negative
1204,unknown,transform,0,negative
1204,unknown,place,-1,negative
1204,unknown,one meles,0,negative
1204,unknown,nothing,0,negative
1205,unknown,novel avas sophias journey,-1,negative
1205,unknown,job marriage,-1,negative
1205,unknown,younger people,0,negative
1205,unknown,transition time period,-1,negative
1205,unknown,believable,0,negative
1205,unknown,englandavas journey discover grandmother,0,negative
1205,unknown,ava lancet,0,negative
1205,unknown,dilapidated farmhouse small town,-1,negative
1205,unknown,englandi,-1,negative
1205,unknown,tragedy lost baby,-1,negative
1205,unknown,nothing grandmother life,0,negative
1205,unknown,everyone,-1,negative
1205,unknown,need,0,negative
1205,unknown,tear,0,negative
1206,unknown,delphenia forest dryad,0,negative
1206,unknown,captor,0,negative
1206,unknown,evil,-1,negative
1206,unknown,leave,0,negative
1206,unknown,evil impact,-1,negative
1206,unknown,elf,0,negative
1206,unknown,rushed unanswered question,0,negative
1206,unknown,pain delpehina,0,negative
1207,unknown,populacethe werewolf,0,negative
1207,unknown,simple word,0,negative
1207,unknown,critter,0,negative
1207,unknown,beingsthis idiot,0,negative
1207,unknown,weaponhalfway objectivewhich,0,negative
1207,unknown,character stupid thing,0,negative
1207,unknown,startedhe,0,negative
1207,unknown,creaturebut creature,0,negative
1207,unknown,beast territory hunt anywayi,-1,negative
1207,unknown,beast type,0,negative
1207,unknown,beast,0,negative
1207,unknown,good proof reader,-1,negative
1207,unknown,basic english grammar punctuation,0,negative
1207,unknown,riflehe leaf ammo,0,negative
1207,unknown,existencethey,0,negative
1207,unknown,bit,-1,negative
1207,unknown,whimperthe author,-1,negative
1207,unknown,killedbut,-1,negative
1207,unknown,bang,-1,negative
1207,unknown,gene poolnot terrible bookbut,-1,negative
1207,unknown,typical man,0,negative
1207,unknown,retrieve bulletslike reasoning,-1,negative
1207,unknown,eating peoplewho,0,negative
1207,unknown,dumbass,0,negative
1207,unknown,reason century,0,negative
1208,unknown,distateful member gray brigade,0,negative
1208,unknown,probably younger generation,0,negative
1208,unknown,sorrow,0,negative
1208,unknown,book,-1,negative
1209,unknown,anything,0,negative
1209,unknown,nugget information,0,negative
1209,unknown,book,-1,negative
1209,unknown,much written vague,-1,negative
1209,unknown,little bit research,0,negative
1210,unknown,coming recommend entire series,-1,negative
1210,unknown,war,-1,negative
1210,unknown,madman karlslaw,0,negative
1210,unknown,interesting read,-1,negative
1211,unknown,mr gustafson,0,negative
1211,unknown,u imagination,0,negative
1211,unknown,place tragedy,-1,negative
1211,unknown,resolution,0,negative
1211,unknown,many year prior story,-1,negative
1211,unknown,superb illustration,0,negative
1212,unknown,experience wrap cliffnotes,-1,negative
1212,unknown,end book,-1,negative
1212,unknown,everything,0,negative
1212,unknown,they,0,negative
1212,unknown,happened edge,-1,negative
1212,unknown,last killed book,-1,negative
1212,unknown,many moment,0,negative
1212,unknown,review detail,-1,negative
1212,unknown,part,0,negative
1212,unknown,dialog rundown,0,negative
1212,unknown,thenjipped thing,0,negative
1212,unknown,happen end,-1,negative
1212,unknown,tired story,2,negative
1212,unknown,thing author,-1,negative
1212,unknown,timeline jumping indifferent writing,-1,negative
1213,unknown,lazy rush publish,-1,negative
1213,unknown,storytoo bad much promise,0,negative
1213,unknown,write software code,0,negative
1213,unknown,wrong word,0,negative
1213,unknown,undertakingthere least one typo,-1,negative
1213,unknown,mr deb,0,negative
1213,unknown,sloppy syntax time,0,negative
1214,unknown,trouble,0,negative
1214,unknown,read,-1,negative
1214,unknown,fun,-1,negative
1214,unknown,basis fact,-1,negative
1214,unknown,next installment,-1,negative
1214,unknown,backstory current happening storyline,-1,negative
1215,unknown,you,0,negative
1215,unknown,people,-1,negative
1215,unknown,normal people,-1,negative
1215,unknown,conflict,0,negative
1215,unknown,certain fear,-1,negative
1216,unknown,mystery,0,negative
1216,unknown,dated sister,-1,negative
1216,unknown,macie fell rylans,0,negative
1216,unknown,home invasion,0,negative
1216,unknown,whose sister,-1,negative
1216,unknown,sister,-1,negative
1216,unknown,suspect contacted,0,negative
1216,unknown,one thing,0,negative
1216,unknown,book,-1,negative
1216,unknown,short mystery young woman,-1,negative
1216,unknown,arm course,0,negative
1217,unknown,young runaway standard endeavor,-1,negative
1217,unknown,photo child,0,negative
1217,unknown,return simon belief,-1,negative
1217,unknown,stylesimon grist,0,negative
1217,unknown,may dead child danger,-1,negative
1217,unknown,death,-1,negative
1217,unknown,drugged parent,-1,negative
1217,unknown,tim,0,negative
1217,unknown,well midwesterners,-1,negative
1217,unknown,reader,-1,negative
1217,unknown,case,0,negative
1218,unknown,bit matchmaking,0,negative
1219,unknown,figure,0,negative
1219,unknown,world young son,0,negative
1219,unknown,son living parent,0,negative
1219,unknown,mom death dad,-1,negative
1219,unknown,recession,0,negative
1219,unknown,unending problem widower,-1,negative
1220,unknown,bag pick,0,negative
1220,unknown,bought fixit,0,negative
1220,unknown,port mother board,0,negative
1220,unknown,put ipad,0,negative
1220,unknown,ipad,0,negative
1220,unknown,install jumper bypass motherboard,0,negative
1220,unknown,nothing,0,negative
1220,unknown,video line,0,negative
1220,unknown,bag,0,negative
1220,unknown,part,0,negative
1221,unknown,zig,0,negative
1221,unknown,uni,0,negative
1222,unknown,even paid series book,1,negative
1222,unknown,break getting ridicule,0,negative
1222,unknown,urban strike cause book,-1,negative
1223,unknown,missed book,1,negative
1223,unknown,something,0,negative
1223,unknown,build story,-1,negative
1223,unknown,book,-1,negative
1223,unknown,end,0,negative
1224,unknown,another world war,0,negative
1224,unknown,pointless world material success,0,negative
1224,unknown,labor camp,0,negative
1224,unknown,anyone,-1,negative
1224,unknown,anyones mind,0,negative
1224,unknown,far immediate future premise,-1,negative
1224,unknown,usa,0,negative
1224,unknown,kama claire,-1,negative
1224,unknown,juliet louisa claire paul,-1,negative
1224,unknown,heber utah,0,negative
1224,unknown,kama,0,negative
1224,unknown,thisjudge,0,negative
1224,unknown,juliet louisa,-1,negative
1224,unknown,essential nature sacrifice,0,negative
1224,unknown,religious faith difficulty,-1,negative
1224,unknown,another civil war,0,negative
1224,unknown,whole book,-1,negative
1224,unknown,way,0,negative
1224,unknown,one family,0,negative
1224,unknown,helen sigler,0,negative
1225,unknown,adventure,-1,negative
1225,unknown,gypsy curse,0,negative
1225,unknown,extra cash,0,negative
1225,unknown,iscecil bubba,0,negative
1225,unknown,paranormal research,0,negative
1225,unknown,meet succubus,0,negative
1225,unknown,evil sneak preview,-1,negative
